step,loss_D,loss_G,D_real_prob_mean,D_fake_prob_mean
0,1.3449989557266235,0.6476466655731201,0.5126953125,0.48779296875
50,1.3395054340362549,0.7182108163833618,0.53759765625,0.50927734375
100,1.3561038970947266,0.8371968269348145,0.47802734375,0.456298828125
150,1.3309452533721924,0.7280255556106567,0.54296875,0.50927734375
200,1.3529622554779053,0.7098760008811951,0.49658203125,0.47509765625
250,1.3440730571746826,0.8205628395080566,0.52001953125,0.49462890625
300,1.3551397323608398,0.7485023736953735,0.51220703125,0.490234375
350,1.341477870941162,0.7334504723548889,0.51708984375,0.487548828125
400,1.3357815742492676,0.7523322105407715,0.53759765625,0.50439453125
450,1.3492486476898193,0.7560051679611206,0.51708984375,0.49072265625
500,1.3845343589782715,0.7480952739715576,0.489013671875,0.48291015625
550,1.3679113388061523,0.7750137448310852,0.505859375,0.490478515625
600,1.3788096904754639,0.7623202800750732,0.498779296875,0.490234375
650,1.3557987213134766,0.7113718390464783,0.51123046875,0.488525390625
700,1.3434062004089355,0.7241189479827881,0.52490234375,0.495361328125
750,1.3625245094299316,0.7269253134727478,0.48779296875,0.469970703125
800,1.3377685546875,0.7066986560821533,0.52734375,0.497802734375
850,1.3773213624954224,0.6791279911994934,0.48583984375,0.4736328125
900,1.3489595651626587,0.7572677731513977,0.5009765625,0.477294921875
950,1.3384394645690918,0.7392019629478455,0.51220703125,0.483154296875
1000,1.3308584690093994,0.7244915962219238,0.52587890625,0.49267578125
1050,1.3776021003723145,0.749530553817749,0.50341796875,0.494384765625
1100,1.3704966306686401,0.7139447331428528,0.50439453125,0.49072265625
1150,1.3469417095184326,0.7325822114944458,0.51953125,0.494140625
1200,1.375187873840332,0.7964708209037781,0.481689453125,0.468994140625
1250,1.3424803018569946,0.7916404604911804,0.492919921875,0.462890625
1300,1.3526458740234375,0.675832211971283,0.53271484375,0.51123046875
1350,1.3649156093597412,0.7741459608078003,0.49560546875,0.480224609375
1400,1.3540465831756592,0.6931014657020569,0.5341796875,0.51416015625
1450,1.3653790950775146,0.6975612640380859,0.49951171875,0.483642578125
1500,1.3743040561676025,0.756103515625,0.493408203125,0.483154296875
1550,1.349261999130249,0.7505266666412354,0.52001953125,0.495361328125
1600,1.3524280786514282,0.7634882926940918,0.51220703125,0.489501953125
1650,1.3212339878082275,0.7302523255348206,0.5380859375,0.49951171875
1700,1.3470834493637085,0.7550556063652039,0.51171875,0.486328125
1750,1.3672826290130615,0.7045267820358276,0.5078125,0.492919921875
1800,1.3524980545043945,0.7021387815475464,0.50439453125,0.48193359375
1850,1.3429441452026367,0.7261912226676941,0.50146484375,0.474365234375
1900,1.3321499824523926,0.7903780937194824,0.54345703125,0.51025390625
1950,1.3760411739349365,0.6837202906608582,0.50244140625,0.489990234375
2000,1.363755226135254,0.7534104585647583,0.48828125,0.4697265625
2050,1.3836100101470947,0.6856315732002258,0.5009765625,0.494140625
2100,1.3164266347885132,0.7557425498962402,0.51708984375,0.475830078125
2150,1.379767656326294,0.7647342681884766,0.491943359375,0.481201171875
2200,1.3288092613220215,0.7805571556091309,0.51708984375,0.48095703125
2250,1.324763536453247,0.7389974594116211,0.52783203125,0.490234375
2300,1.3608969449996948,0.709394097328186,0.51953125,0.5009765625
2350,1.3568077087402344,0.7448544502258301,0.51220703125,0.4931640625
2400,1.3222520351409912,0.7357152104377747,0.5302734375,0.49267578125
2450,1.3469877243041992,0.7670903205871582,0.49267578125,0.46630859375
2500,1.3492285013198853,0.7510685920715332,0.51123046875,0.487060546875
2550,1.348351001739502,0.6879298686981201,0.541015625,0.51611328125
2600,1.3319282531738281,0.7408645153045654,0.51708984375,0.48095703125
2650,1.357698678970337,0.7576515078544617,0.5,0.47900390625
2700,1.349022388458252,0.7269824743270874,0.5224609375,0.4970703125
2750,1.3689097166061401,0.7683807611465454,0.50244140625,0.487548828125
2800,1.3486896753311157,0.7379635572433472,0.53076171875,0.50732421875
2850,1.3467975854873657,0.7835056185722351,0.5263671875,0.50244140625
2900,1.3530068397521973,0.7101784944534302,0.4912109375,0.469482421875
2950,1.3490242958068848,0.7419946789741516,0.51318359375,0.489013671875
3000,1.3572447299957275,0.7504519820213318,0.50341796875,0.484375
3050,1.337254524230957,0.7312696576118469,0.52734375,0.4970703125
3100,1.352607250213623,0.727798581123352,0.54931640625,0.52490234375
3150,1.3339675664901733,0.7130923271179199,0.5302734375,0.499267578125
3200,1.3799278736114502,0.6848437786102295,0.52392578125,0.51318359375
3250,1.3623359203338623,0.7989016771316528,0.50830078125,0.49169921875
