step,loss_D,loss_G,D_real_prob_mean,D_fake_prob_mean
0,1.5050188302993774,1.1959751844406128,0.5546875,0.58642578125
50,0.06405249238014221,4.871102333068848,0.96435546875,0.0262908935546875
100,0.8595718145370483,1.2461657524108887,0.6083984375,0.270263671875
150,0.8470931053161621,5.2033281326293945,0.9541015625,0.509765625
200,0.48161858320236206,1.5357452630996704,0.705078125,0.09942626953125
250,0.22720244526863098,2.1365489959716797,0.86328125,0.0699462890625
300,0.1789211630821228,2.6219840049743652,0.88330078125,0.047027587890625
350,0.17381228506565094,3.1586925983428955,0.9111328125,0.07012939453125
400,0.3066237270832062,2.620965003967285,0.89453125,0.1644287109375
450,0.1795709878206253,4.18516731262207,0.9697265625,0.1265869140625
500,0.83893221616745,5.589010715484619,0.9755859375,0.50390625
550,0.3646242022514343,2.4127070903778076,0.806640625,0.109619140625
600,0.2927034795284271,2.704679012298584,0.82373046875,0.08154296875
650,0.22182409465312958,3.332101345062256,0.93359375,0.1324462890625
700,0.16255433857440948,3.398128032684326,0.9453125,0.09442138671875
750,0.2960774600505829,3.954235076904297,0.96923828125,0.2122802734375
800,0.4730475842952728,2.8938372135162354,0.87646484375,0.262939453125
850,0.22429943084716797,2.323540210723877,0.8837890625,0.0836181640625
900,0.23449599742889404,3.1058568954467773,0.90478515625,0.11407470703125
950,0.7859292030334473,1.7413467168807983,0.728515625,0.340087890625
1000,0.2379341721534729,2.8550539016723633,0.8984375,0.10894775390625
1050,0.18314948678016663,3.229086399078369,0.96044921875,0.1251220703125
1100,0.21253104507923126,2.7231011390686035,0.91455078125,0.1083984375
1150,0.5827596783638,1.5448087453842163,0.65625,0.08734130859375
1200,2.9516842365264893,0.5625260472297668,0.0775146484375,0.00902557373046875
1250,0.26804935932159424,2.9412155151367188,0.94091796875,0.1715087890625
1300,0.1937440037727356,2.7389492988586426,0.8974609375,0.07342529296875
1350,2.2228379249572754,0.03699387237429619,0.23388671875,0.032257080078125
1400,0.2592335343360901,2.5412039756774902,0.8701171875,0.09698486328125
1450,0.37179040908813477,1.7658822536468506,0.76171875,0.0709228515625
1500,0.2629404664039612,2.830594301223755,0.892578125,0.1207275390625
1550,0.24008682370185852,2.9981086254119873,0.8916015625,0.10491943359375
1600,0.32634592056274414,2.1484732627868652,0.83349609375,0.1168212890625
1650,0.9636185169219971,1.1658918857574463,0.5244140625,0.1212158203125
1700,0.22750937938690186,2.528785228729248,0.93359375,0.1295166015625
1750,0.24068908393383026,3.4116904735565186,0.880859375,0.0919189453125
1800,3.255023956298828,0.33351796865463257,0.10040283203125,0.00780487060546875
1850,0.3013845980167389,2.711216688156128,0.81103515625,0.0650634765625
1900,0.33402207493782043,1.9894766807556152,0.79248046875,0.07122802734375
1950,0.26007068157196045,2.1535184383392334,0.873046875,0.10186767578125
2000,0.4144178032875061,2.732008934020996,0.7763671875,0.11163330078125
2050,0.16977278888225555,3.2119832038879395,0.9462890625,0.1016845703125
2100,0.5677580833435059,1.9186642169952393,0.8134765625,0.2666015625
2150,0.23719531297683716,2.5502586364746094,0.88037109375,0.091552734375
2200,0.2455393671989441,3.5046372413635254,0.96337890625,0.1693115234375
2250,0.3838878273963928,1.813679814338684,0.83642578125,0.15673828125
2300,0.264752596616745,3.274716854095459,0.94384765625,0.165771484375
2350,0.22398513555526733,3.4563403129577637,0.90966796875,0.107177734375
2400,0.3412720561027527,2.7298879623413086,0.9033203125,0.18896484375
2450,0.20568275451660156,3.099104881286621,0.9189453125,0.0985107421875
2500,0.1767250895500183,2.9618589878082275,0.92138671875,0.08099365234375
2550,0.43059659004211426,2.824939250946045,0.9140625,0.25634765625
2600,0.48713505268096924,2.568606376647949,0.8125,0.208251953125
2650,0.4161826968193054,2.179732322692871,0.8076171875,0.1478271484375
2700,0.28906649351119995,3.1574137210845947,0.92138671875,0.16357421875
2750,0.3369898200035095,3.1984143257141113,0.919921875,0.1837158203125
2800,0.29843419790267944,3.1491973400115967,0.90771484375,0.1600341796875
2850,0.969553530216217,2.976086139678955,0.96337890625,0.466064453125
2900,0.9665466547012329,0.7820472717285156,0.46533203125,0.0250091552734375
