step,loss_D,loss_G,D_real_mean,D_fake_mean
0,0.3759773373603821,0.42637109756469727,0.28515625,0.1329345703125
50,0.039249226450920105,0.6020529270172119,0.96142578125,0.148681640625
100,0.036620523780584335,0.41559526324272156,0.8623046875,0.10308837890625
150,0.04727204516530037,0.30108848214149475,0.78271484375,0.0594482421875
200,0.04448622465133667,0.4007430672645569,0.84228515625,0.1773681640625
250,0.03211954981088638,0.5111199617385864,0.96533203125,0.173095703125
300,0.034651972353458405,0.5002084970474243,0.9482421875,0.1942138671875
350,0.023924779146909714,0.4080060124397278,0.8662109375,0.060211181640625
400,0.059894267469644547,0.2300061583518982,0.72412109375,-0.135009765625
450,0.16395586729049683,0.20457328855991364,0.623046875,0.40234375
500,0.07656274735927582,0.3050413131713867,0.74169921875,0.2491455078125
550,0.029303450137376785,0.44404900074005127,0.923828125,0.150390625
600,0.03700481355190277,0.30629661679267883,0.7900390625,0.01474761962890625
650,0.04101019352674484,0.23742276430130005,0.76953125,-0.0240020751953125
700,0.044558919966220856,0.31085824966430664,0.76953125,-0.01065826416015625
750,0.10357150435447693,0.2703094482421875,0.76806640625,0.33935546875
800,0.05295933037996292,0.34790611267089844,0.80712890625,0.190673828125
850,0.06157999858260155,0.27506476640701294,0.705078125,-0.050262451171875
900,0.03901827707886696,0.42936232686042786,0.935546875,0.1954345703125
950,0.03573146462440491,0.2831721901893616,0.8046875,0.006351470947265625
1000,0.06499598920345306,0.28640761971473694,0.73876953125,0.177490234375
1050,0.04084780812263489,0.40080100297927856,0.8671875,0.163818359375
1100,0.03884569928050041,0.3817271888256073,0.814453125,0.06988525390625
1150,0.03210561349987984,0.4682415723800659,0.9462890625,0.16259765625
1200,0.06784998625516891,0.2931446433067322,0.7158203125,0.14990234375
1250,0.3132171630859375,0.030859854072332382,0.3251953125,-0.28759765625
1300,0.028421957045793533,0.39395812153816223,0.87109375,0.08526611328125
1350,0.03756246715784073,0.5096440315246582,0.9794921875,0.1953125
1400,0.020695257931947708,0.4401225447654724,0.93603515625,0.0782470703125
1450,0.19244825839996338,0.1638209968805313,0.5361328125,0.38330078125
1500,0.07162465155124664,0.2611071467399597,0.7265625,0.18115234375
1550,0.12573179602622986,0.2899459898471832,0.73681640625,0.379150390625
1600,0.12337767332792282,0.24405214190483093,0.734375,0.3779296875
1650,0.16347746551036835,0.1418592929840088,0.48291015625,-0.043914794921875
1700,0.1060073971748352,0.14802081882953644,0.61328125,-0.00563812255859375
1750,0.07032766193151474,0.3440922498703003,0.712890625,-0.0004146099090576172
1800,0.18091508746147156,0.1476077139377594,0.487060546875,0.19384765625
1850,0.06741930544376373,0.3086392283439636,0.76220703125,0.168701171875
1900,0.052991703152656555,0.4800793528556824,1.0361328125,0.2607421875
1950,0.09146898984909058,0.42156219482421875,0.8837890625,0.359130859375
2000,0.05059024691581726,0.4166426360607147,0.80712890625,0.1053466796875
2050,0.049482107162475586,0.5530860424041748,0.90576171875,0.2137451171875
2100,0.05209646001458168,0.40515100955963135,0.90771484375,0.2275390625
2150,0.06882525980472565,0.3016960024833679,0.80810546875,0.235595703125
2200,0.0409616082906723,0.41967830061912537,0.87109375,0.1422119140625
2250,0.0600404292345047,0.36678189039230347,0.92431640625,0.263671875
2300,0.05848577618598938,0.3319176137447357,0.74658203125,0.0005793571472167969
2350,0.0788482129573822,0.2942611873149872,0.720703125,0.0875244140625
2400,0.08802177011966705,0.36625200510025024,0.853515625,0.330322265625
2450,0.09704668074846268,0.33028683066368103,0.7880859375,0.325927734375
2500,0.06119805574417114,0.43571674823760986,0.7763671875,0.143798828125
2550,0.21099238097667694,0.4477754831314087,0.951171875,0.316162109375
2600,0.05142456293106079,0.39647024869918823,0.82666015625,0.0823974609375
2650,0.0483100488781929,0.4411900043487549,0.9248046875,0.2064208984375
2700,0.1226121038198471,0.3797452449798584,0.91015625,0.44287109375
2750,0.038703396916389465,0.3510335087776184,0.86767578125,0.082275390625
2800,0.04500451683998108,0.3213833272457123,0.80126953125,0.06854248046875
2850,0.059295304119586945,0.3692052960395813,0.74267578125,0.1085205078125
2900,0.12292667478322983,0.18431425094604492,0.5771484375,-0.021881103515625
2950,0.1487712413072586,0.5386488437652588,1.0498046875,0.498046875
3000,0.10955318063497543,0.2457015961408615,0.68212890625,0.27587890625
3050,0.046186648309230804,0.46731191873550415,0.86669921875,0.183349609375
3100,0.056039005517959595,0.24398954212665558,0.7470703125,0.005107879638671875
3150,0.06978312134742737,0.3602907955646515,0.8095703125,0.2393798828125
3200,0.05204712599515915,0.3080035448074341,0.79541015625,0.1090087890625
3250,0.05564529448747635,0.26304715871810913,0.78271484375,0.07568359375
3300,0.2515751123428345,0.28647512197494507,1.0263671875,0.61962890625
3350,0.05397230386734009,0.4496394395828247,0.87109375,0.2177734375
3400,0.07546880841255188,0.3401561975479126,0.72509765625,0.1708984375
3450,0.05541437864303589,0.2471163123846054,0.79931640625,0.1689453125
3500,0.0593542754650116,0.5279214978218079,0.9755859375,0.244873046875
3550,0.13789713382720947,0.23241080343723297,0.646484375,0.3486328125
3600,0.06462707370519638,0.307647705078125,0.822265625,0.22216796875
3650,0.11063886433839798,0.37836137413978577,0.96875,0.3984375
3700,0.07855670899152756,0.8273379802703857,0.994140625,0.314453125
3750,0.0931311771273613,0.577378511428833,0.96728515625,0.315185546875
3800,0.07265903055667877,0.3841555416584015,1.029296875,0.286376953125
3850,0.0602484866976738,0.36994123458862305,0.7900390625,0.1290283203125
3900,0.03487187996506691,0.40955227613449097,0.9423828125,0.1434326171875
3950,0.13481241464614868,0.4169400930404663,1.0126953125,0.455810546875
4000,0.08800646662712097,0.3183513283729553,0.736328125,0.247802734375
4050,0.08010374009609222,0.40611517429351807,0.85693359375,0.302001953125
4100,0.10416144132614136,0.2870897054672241,0.59619140625,0.0654296875
4150,0.3269183933734894,0.048205357044935226,0.27490234375,-0.2115478515625
4200,0.05435863509774208,0.3399484157562256,0.77490234375,-0.004878997802734375
4250,0.03157423436641693,0.3505047559738159,0.9140625,0.1065673828125
4300,0.1549912393093109,0.3089568614959717,0.71875,0.440185546875
4350,0.1063835471868515,0.18615113198757172,0.60986328125,-0.07208251953125
4400,0.12175262719392776,0.35447466373443604,0.580078125,0.004398345947265625
4450,0.052544936537742615,0.3476429581642151,0.93505859375,0.166015625
4500,0.09534958750009537,0.3846624493598938,0.94384765625,0.37841796875
4550,0.03682123124599457,0.5890374183654785,0.984375,0.16064453125
4600,0.04599974304437637,0.3448202908039093,0.99658203125,0.1632080078125
4650,0.09447915852069855,0.18236175179481506,0.62548828125,0.052337646484375
4700,0.09164617210626602,0.3423658013343811,0.64306640625,0.07208251953125
4750,0.08164140582084656,0.5638096332550049,1.0595703125,0.31201171875
4800,0.1098906546831131,0.36043548583984375,0.82568359375,0.372802734375
4850,0.06320637464523315,0.324810653924942,0.74755859375,0.11541748046875
4900,0.05086753889918327,0.3377646207809448,0.77587890625,0.06414794921875
4950,0.06021127849817276,0.5539141297340393,0.79736328125,0.18701171875
5000,0.054043591022491455,0.2666608393192291,0.802734375,0.1314697265625
5050,0.07490706443786621,0.32085976004600525,0.73193359375,0.156494140625
5100,0.06002117693424225,0.286819189786911,0.7294921875,-0.048309326171875
5150,0.07899808138608932,0.720523476600647,1.10546875,0.328369140625
5200,0.07222706824541092,0.2739694118499756,0.744140625,0.171630859375
5250,0.04018980637192726,0.5710564851760864,0.9638671875,0.18408203125
5300,0.09447824954986572,0.26530951261520386,0.630859375,-0.0843505859375
5350,0.06044632941484451,0.42470479011535645,0.81201171875,0.1927490234375
5400,0.10152469575405121,0.22935514152050018,0.634765625,0.1834716796875
5450,0.05429762974381447,0.30652862787246704,0.74658203125,0.02978515625
5500,0.05834619328379631,0.3048851490020752,0.73828125,0.0670166015625
