step,loss_D,loss_G,D_real_mean,D_fake_mean
0,1.84765625,-0.13427734375,0.28515625,0.1329345703125
50,1.7265625,4.9609375,-0.72607421875,-4.98046875
100,0.64208984375,0.82373046875,0.3974609375,-2.4609375
150,0.6044921875,0.302978515625,0.4228515625,-2.302734375
200,0.58154296875,2.587890625,2.166015625,-0.4736328125
250,0.06524658203125,1.57421875,1.3603515625,-1.9375
300,0.08935546875,1.9443359375,1.8125,-1.263671875
350,0.0221099853515625,1.849609375,1.8544921875,-1.5615234375
400,0.03118896484375,1.419921875,1.6748046875,-1.7333984375
450,0.022064208984375,1.9130859375,1.6796875,-1.8623046875
500,0.10736083984375,1.17578125,1.2763671875,-2.044921875
550,0.525390625,2.638671875,2.537109375,-0.55859375
600,0.1607666015625,2.46875,1.9365234375,-1.2109375
650,0.1353759765625,2.3359375,1.7265625,-1.310546875
700,0.0675048828125,1.8251953125,1.408203125,-1.8115234375
750,0.15673828125,1.2275390625,1.236328125,-1.806640625
800,0.107177734375,1.8740234375,1.9248046875,-1.306640625
850,0.0992431640625,1.0986328125,1.3203125,-1.927734375
900,0.35693359375,0.56640625,0.75634765625,-2.224609375
950,0.28125,2.43359375,1.314453125,-1.171875
1000,1.5703125,0.5478515625,-0.5517578125,-2.12890625
1050,0.122314453125,1.888671875,1.9453125,-1.2548828125
1100,0.10809326171875,1.3369140625,1.4150390625,-1.6474609375
1150,0.4931640625,1.474609375,1.53515625,-0.72998046875
1200,0.206298828125,2.37890625,1.5849609375,-1.287109375
1250,0.247802734375,0.60986328125,1.0146484375,-1.796875
1300,0.457763671875,2.521484375,2.54296875,-0.64306640625
1350,0.27734375,1.8779296875,2.314453125,-0.986328125
1400,0.0916748046875,1.875,1.431640625,-1.9541015625
1450,0.1175537109375,1.2529296875,1.3759765625,-1.810546875
1500,0.1142578125,1.9248046875,1.6513671875,-1.4345703125
1550,0.2998046875,1.39453125,1.001953125,-1.513671875
1600,0.30859375,1.5712890625,1.0361328125,-1.7626953125
1650,0.1256103515625,1.5888671875,1.3984375,-1.90625
1700,0.07757568359375,1.7421875,1.8720703125,-1.5380859375
1750,0.22705078125,2.2265625,1.53125,-1.1083984375
1800,0.282470703125,1.27734375,0.9990234375,-2.3046875
1850,0.12890625,1.880859375,1.3994140625,-1.57421875
1900,0.59912109375,2.552734375,2.701171875,-0.452880859375
1950,0.2252197265625,2.001953125,2.552734375,-1.0751953125
2000,0.8603515625,1.912109375,2.453125,-0.1800537109375
2050,0.3837890625,0.359619140625,0.92578125,-1.65234375
2100,0.31201171875,2.1484375,2.11328125,-0.9287109375
2150,0.68310546875,0.5537109375,0.6435546875,-1.41015625
2200,0.129150390625,1.24609375,1.2265625,-2.041015625
2250,0.2666015625,0.84033203125,0.93310546875,-2.248046875
2300,1.4052734375,1.5185546875,2.84375,0.39453125
2350,0.366455078125,2.0078125,1.7109375,-1.033203125
2400,0.306396484375,1.37890625,0.98388671875,-2.234375
2450,0.13671875,1.548828125,1.5185546875,-1.599609375
2500,0.171142578125,1.552734375,1.5771484375,-1.3408203125
2550,0.26171875,2.16796875,1.8330078125,-1.083984375
2600,0.6416015625,0.83447265625,0.4384765625,-2.451171875
2650,0.30224609375,1.74609375,1.8662109375,-1.0849609375
2700,0.6669921875,1.2080078125,0.578125,-1.599609375
2750,0.08624267578125,2.275390625,2.166015625,-1.4755859375
2800,0.26904296875,2.015625,1.90625,-1.1748046875
2850,2.521484375,0.10174560546875,-1.521484375,-3.603515625
